1 	 0.909267
1 	 0.84109
1 	 0.846791
1 	 0.823916
1 	 0.771726
1 	 0.805166
1 	 0.794155
1 	 0.693986
1 	 0.804217
1 	 0.662272
0 	 0.995995
0 	 0.995267
0 	 0.997112
0 	 0.993681
0 	 0.993704
0 	 0.997118
0 	 0.996903
0 	 0.995477
0 	 0.996831
0 	 0.995699
0 	 0.998611
0 	 0.998837
0 	 1
0 	 0.99403
0 	 0.997295
0 	 0.998947
0 	 0.992805
0 	 0.998788
0 	 0.998766
0 	 0.997308
0 	 0.995944
0 	 1
0 	 1
0 	 1
0 	 1
0 	 1
0 	 0.997007
0 	 0.997079
0 	 1
0 	 0.998343
0 	 0.992673
0 	 0.9967
0 	 0.996953
0 	 0.993857
0 	 0.99563
0 	 0.99413
0 	 0.994849
0 	 0.996868
0 	 0.991818
0 	 0.992399
0 	 0.997458
0 	 1
0 	 0.998507
0 	 0.998286
0 	 0.998507
0 	 0.998508
0 	 0.998445
0 	 0.995247
0 	 0.998515
0 	 0.997138
0 	 0.998611
0 	 0.998261
0 	 0.995332
0 	 0.992667
0 	 0.993534
0 	 0.994043
0 	 0.993801
0 	 0.994138
0 	 0.998507
0 	 0.998324
0 	 0.993111
0 	 0.996773
0 	 0.986904
0 	 0.995522
0 	 0.989666
0 	 0.995626
0 	 1
0 	 0.998507
0 	 0.998204
0 	 0.998333
0 	 0.997278
0 	 0.998485
0 	 0.997421
0 	 0.998507
0 	 1
0 	 0.998604
0 	 1
0 	 1
0 	 0.998611
0 	 1
0 	 0.997015
0 	 0.998558
0 	 0.997086
0 	 1
0 	 0.998844
0 	 0.998578
0 	 1
0 	 1
0 	 0.998537
0 	 0.998454
0 	 0.995462
0 	 1
0 	 0.997029
0 	 0.995618
0 	 0.993952
0 	 0.998507
0 	 0.997044
0 	 1
0 	 0.994896
0 	 0.997118
0 	 0.998333
0 	 1
0 	 1
0 	 1
0 	 0.993669
0 	 0.998518
0 	 1
0 	 1
0 	 1
0 	 0.998454
0 	 0.995163
0 	 0.998378
0 	 0.998611
0 	 0.998089
0 	 1
0 	 0.998429
0 	 0.996854
0 	 0.998611
0 	 0.998611
0 	 1
0 	 0.998496
0 	 0.998492
0 	 0.997231
0 	 0.994159
0 	 0.997015
0 	 1
0 	 1
0 	 0.998507
0 	 0.997015
0 	 0.992899
0 	 1
0 	 0.997065
0 	 0.997318
0 	 0.998507
0 	 0.997222
0 	 0.998611
0 	 0.998611
0 	 0.996868
0 	 0.996977
0 	 0.995773
0 	 0.995537
0 	 0.994227
0 	 0.998425
0 	 0.992413
0 	 1
0 	 0.997118
0 	 0.997137
0 	 0.99571
0 	 0.998701
0 	 0.99145
